document_id,passage_id,annotation_id,entity_text,start_offset,length,type,MESH,CompositeRole
7248170,1,11,phenobarbitone,596,14,Chemical,D010634,
7248170,1,12,enlargement of the liver,619,24,Disease,D006529,
7248170,1,13,CCl4,699,4,Chemical,D002251,
7248170,1,14,phenobarbitone,775,14,Chemical,D010634,
7248170,1,15,carbon tetrachloride,985,20,Chemical,D002251,
7248170,1,16,phenobarbitone,1027,14,Chemical,D010634,
7453952,0,0,lithium,19,7,Chemical,D008094,
7453952,0,1,diabetes-insipidus-like syndrome,35,32,Disease,D003919,
7453952,0,2,amiloride,71,9,Chemical,D000584,
7453952,1,3,amiloride,104,9,Chemical,D000584,
7453952,1,4,lithium,117,7,Chemical,D008094,
7453952,1,5,polydipsia,133,10,Disease,D059606,
7453952,1,6,polyuria,148,8,Disease,D011141,
7453952,1,7,lithium,168,7,Chemical,D008094,
7453952,1,8,LiCl,299,4,Chemical,D018021,
7453952,1,9,Amiloride,305,9,Chemical,D000584,
7453952,1,10,amiloride,453,9,Chemical,D000584,
7453952,1,11,lithium,496,7,Chemical,D008094,
7453952,1,12,lithium,623,7,Chemical,D008094,
7453952,1,13,lithium,715,7,Chemical,D008094,
7453952,1,14,lithium,818,7,Chemical,D008094,
7453952,1,15,diabetes-insipidus-like syndrome,834,32,Disease,D003919,
7453952,1,16,amiloride,870,9,Chemical,D000584,
7453952,1,17,lithium,936,7,Chemical,D008094,
7453952,1,18,potassium,1038,9,Chemical,D011188,
7453952,1,19,amiloride,1082,9,Chemical,D000584,
7453952,1,20,lithium,1110,7,Chemical,D008094,
7453952,1,21,polydipsia,1150,10,Disease,D059606,
7453952,1,22,polyuria,1165,8,Disease,D011141,
7453952,1,23,amiloride,1217,9,Chemical,D000584,
7453952,1,24,lithium,1268,7,Chemical,D008094,
7802851,0,0,alprazolam,27,10,Chemical,D000525,
7802851,0,1,agoraphobia,59,11,Disease,D000379,
7802851,0,2,panic disorder,76,14,Disease,D016584,
7802851,1,3,benzodiazepines,126,15,Chemical,D001569,
7802851,1,4,alprazolam,219,10,Chemical,D000525,
7802851,1,5,panic disorder,245,14,Disease,D016584,
7802851,1,6,agoraphobia,265,11,Disease,D000379,
7802851,1,7,panic disorder,433,14,Disease,D016584,
7802851,1,8,agoraphobia,453,11,Disease,D000379,
7802851,1,9,alprazolam,484,10,Chemical,D000525,
7802851,1,10,alprazolam,667,10,Chemical,D000525,
7802851,1,11,alprazolam,731,10,Chemical,D000525,
7802851,1,12,depression,799,10,Disease,D003866,
7802851,1,13,enuresis,811,8,Disease,D004775,
7802851,1,14,aggression,839,10,Disease,D001523,
7802851,1,15,irritability,897,12,Disease,D001523,
7802851,1,16,impaired memory,911,15,Disease,D008569,
7802851,1,17,weight loss,928,11,Disease,D015431,
7802851,1,18,ataxia,944,6,Disease,D001259,
7802851,1,19,Alprazolam,1091,10,Chemical,D000525,
8319760,0,0,Dup 753,0,7,Chemical,D019808,
8319760,0,1,puromycin aminonucleoside,36,25,Chemical,D011692,
8319760,0,2,nephrosis,70,9,Disease,D009401,
8319760,1,3,nephrotic syndromes,99,19,Disease,D009404,
8319760,1,4,proteinuria,127,11,Disease,D011507,
8319760,1,5,hypoalbuminemia,140,15,Disease,D034141,
8319760,1,6,hypercholesterolemia,157,20,Disease,D006937,
8319760,1,7,blood nitrogen urea,194,19,Chemical,D001806,
8319760,1,8,puromycin aminonucleoside,247,25,Chemical,D011692,
8319760,1,9,Dup 753,322,7,Chemical,D019808,
8319760,1,10,losartan,331,8,Chemical,D019808,
8319760,1,11,angiotensin II,350,14,Chemical,D000804,
8319760,1,12,angiotensin,477,11,Chemical,D000809,
8319760,1,13,puromycin aminonucleoside,518,25,Chemical,D011692,
8319760,1,14,nephrosis,552,9,Disease,D009401,
8386779,0,0,Sodium bicarbonate,0,18,Chemical,D017693,
8386779,0,1,penile pain,30,11,Disease,D004414,
8386779,0,2,erectile dysfunction,83,20,Disease,D007172,
8386779,1,3,penile pain,140,11,Disease,D004414,
8386779,1,4,penile pain,300,11,Disease,D004414,
8386779,1,5,sodium bicarbonate,380,18,Chemical,D017693,
8386779,1,6,impotence,502,9,Disease,D007172,
8386779,1,7,papaverine,564,10,Chemical,D010208,
8386779,1,8,phentolamine,592,12,Chemical,D010646,
8386779,1,9,prostaglandin E1,624,16,Chemical,D000527,
8386779,1,10,sodium bicarbonate,693,18,Chemical,D017693,
8386779,1,11,sodium bicarbonate,752,18,Chemical,D017693,
8386779,1,12,penile pain,818,11,Disease,D004414,
8386779,1,13,sodium bicarbonate,898,18,Chemical,D017693,
8386779,1,14,penile pain,931,11,Disease,D004414,
8386779,1,15,penile pain,981,11,Disease,D004414,
8421099,0,0,octreotide,67,10,Chemical,D015282,
8421099,0,1,gallstone,107,9,Disease,D042882,
8421099,0,2,acromegalic,138,11,Disease,D000172,
8421099,1,3,acromegaly,280,10,Disease,D000172,
8421099,1,4,octreotide,344,10,Chemical,D015282,
8421099,1,5,octreotide,451,10,Chemical,D015282,
8421099,1,6,gallstones,500,10,Disease,D042882,
8421099,1,7,acute cholecystitis,528,19,Disease,D041881,
8421099,1,8,depressed,759,9,Disease,D003866,
8421099,1,9,octreotide,809,10,Chemical,D015282,
8421099,1,10,gallstones,843,10,Disease,D042882,
8421099,1,11,gallstones,986,10,Disease,D042882,
8421099,1,12,depressed,1141,9,Disease,D003866,
8421099,1,13,gallstones,1327,10,Disease,D042882,
8421099,1,14,cholecystitis,1343,13,Disease,D002764,
8421099,1,15,octreotide,1364,10,Chemical,D015282,
8421099,1,16,acromegalic,1394,11,Disease,D000172,
8421099,1,17,octreotide,1510,10,Chemical,D015282,
8421099,1,18,acromegalic,1532,11,Disease,D000172,
8649546,0,0,levodopa,15,8,Chemical,D007980,
8649546,0,1,dyskinesia,32,10,Disease,D004409,
8649546,0,2,propranolol,46,11,Chemical,D011433,
8649546,0,3,Parkinson's disease,61,19,Disease,D010300,
8649546,1,4,Parkinson's disease,112,19,Disease,D010300,
8649546,1,5,PD,133,2,Disease,D010300,
8649546,1,6,dyskinesia,161,10,Disease,D004409,
8649546,1,7,propranolol,190,11,Chemical,D011433,
8649546,1,8,dyskinesia,304,10,Disease,D004409,
8649546,1,9,parkinsonian,341,12,Disease,D010300,
8649546,1,10,motor disability,354,16,Disease,D009069,
8649546,1,11,dyskinesia,394,10,Disease,D004409,
8649546,1,12,dystonia,440,8,Disease,D004421,
8649546,1,13,levodopa,540,8,Chemical,D007980,
8649546,1,14,dyskinesia,579,10,Disease,D004409,
8649546,1,15,PD,593,2,Disease,D010300,
8919272,0,0,encephalopathy,26,14,Disease,D001927,
8919272,0,1,valproate,96,9,Chemical,D014635,
8919272,1,2,sodium valproate,259,16,Chemical,D014635,
8919272,1,3,neurological disorders,391,22,Disease,D009422,
8919272,1,4,cerebellum damage,425,17,Disease,D002526,
8919272,1,5,valproate,445,9,Chemical,D014635,
8919272,1,6,encephalopathy,455,14,Disease,D001927,
8919272,1,7,necrosis,837,8,Disease,D009336,
8919272,1,8,luminal,1136,7,Chemical,D010634,
8919272,1,9,necrotic,1281,8,Disease,D009336,
8919272,1,10,luminal,1871,7,Chemical,D010634,
8919272,1,11,hepatic damage,1988,14,Disease,D056486,
8919272,1,12,hyperammonemia,2011,14,Disease,D022124,
8919272,1,13,valproate,2051,9,Chemical,D014635,
8919272,1,14,encephalopathy,2061,14,Disease,D001927,
9199746,0,0,toxicity,7,8,Disease,D064420,
9199746,0,1,amikacin,35,8,Chemical,D000583,
9199746,1,2,aminoglycosides,79,15,Chemical,D000617,
9199746,1,3,endophthalmitis,143,15,Disease,D009877,
9199746,1,4,infarction,168,10,Disease,D007238,
9199746,1,5,amikacin,251,8,Chemical,D000583,
9199746,1,6,retinal toxicity,260,16,Disease,D012164,
9199746,1,7,amikacin,302,8,Chemical,D000583,
9199746,1,8,vancomycin,315,10,Chemical,D014640,
9199746,1,9,streptococcal endophthalmitis,347,29,Disease,D013290,
9199746,1,10,Endophthalmitis,387,15,Disease,D009877,
9199746,1,11,fluorescein,478,11,Chemical,D019793,
9199746,1,12,telangiectasis,542,14,Disease,D013684,
9199746,1,13,retinal toxicity,633,16,Disease,D012164,
9199746,1,14,ischaemia,662,9,Disease,D007511,
9199746,1,15,retinal toxicity,712,16,Disease,D012164,
9249847,0,0,atrioventricular reentrant tachycardia,35,38,Disease,D013611,
9249847,0,1,verapamil,80,9,Chemical,D014700,
9249847,0,2,Wolff-Parkinson-White syndrome,130,30,Disease,D014927,
9249847,0,3,idiopathic dilated cardiomyopathy,165,33,Disease,D002311,
9249847,1,4,WPW syndrome,218,12,Disease,D014927,
9249847,1,5,idiopathic dilated cardiomyopathy,235,33,Disease,D002311,
9249847,1,6,atrioventricular reentrant tachycardia,282,38,Disease,D013611,
9249847,1,7,AVRT,322,4,Disease,D013611,
9249847,1,8,verapamil,423,9,Chemical,D014700,
9249847,1,9,AVRT,534,4,Disease,D013611,
9284778,0,0,liver disease,12,13,Disease,D008107,
9284778,0,1,hydrochlorofluorocarbons,36,24,Chemical,-1,
9284778,0,2,ozone,69,5,Chemical,D010126,
9284778,0,3,chlorofluorocarbons,98,19,Chemical,D017402,
9284778,1,4,Hydrochlorofluorocarbons,131,24,Chemical,-1,
9284778,1,5,HCFCs,157,5,Chemical,-1,
9284778,1,6,ozone,217,5,Chemical,D010126,
9284778,1,7,chlorofluorocarbons,233,19,Chemical,D017402,
9284778,1,8,CFCs,254,4,Chemical,D017402,
9284778,1,9,hepatotoxicity,307,14,Disease,D056486,
9284778,1,10,liver disease,381,13,Disease,D008107,
9284778,1,11,"1,1-dichloro-2,2,2-trifluoroethane",479,34,Chemical,C067411,
9284778,1,12,HCFC 123,515,8,Chemical,C067411,
9284778,1,13,"1-chloro-1,2,2,2-tetrafluoroethane",529,34,Chemical,C072959,
9284778,1,14,HCFC 124,565,8,Chemical,C072959,
9284778,1,15,"1-bromo-1-chloro-2,2,2-trifluoroethane",685,38,Chemical,D006221,
9284778,1,16,halothane,725,9,Chemical,D006221,
9284778,1,17,trifluoroacetyl,753,15,Chemical,D014269,
9284778,1,18,hepatotoxicity,825,14,Disease,D056486,
9284778,1,19,halothane,843,9,Chemical,D006221,
9284778,1,20,HCFCs 123 and 124,879,17,Chemical,C067411|C072959,CompositeMention
9284778,1,21,HCFCs 123,879,9,Chemical,C067411,IndividualMention
9284778,1,22,HCFCs 124,879,5,Chemical,C072959,IndividualMention
9284778,1,22,HCFCs 124,893,3,Chemical,C072959,IndividualMention
9284778,1,23,liver disease,919,13,Disease,D008107,
9284778,1,24,trifluoroacetyl,1043,15,Chemical,D014269,
9284778,1,25,necrosis,1335,8,Disease,D009336,
9284778,1,26,necrosis,1481,8,Disease,D009336,
9284778,1,27,Trifluoroacetyl,1492,15,Chemical,D014269,
9284778,1,28,halothane hepatitis,1633,19,Disease,C562477,
9284778,1,29,HCFCs 123 and 124,1760,17,Chemical,C067411|C072959,CompositeMention
9284778,1,30,HCFCs 123,1760,9,Chemical,C067411,IndividualMention
9284778,1,31,HCFCs 124,1760,5,Chemical,C072959,IndividualMention
9284778,1,31,HCFCs 124,1774,3,Chemical,C072959,IndividualMention
9284778,1,32,liver injury,1800,12,Disease,D056486,
9284778,1,33,hepatotoxicity,1894,14,Disease,D056486,
9284778,1,34,trifluoroacetyl,1964,15,Chemical,D014269,
9522143,0,0,hearing loss,46,12,Disease,D034381,
9522143,1,1,hearing loss,102,12,Disease,D034381,
9522143,1,2,sensorineural hearing loss,265,26,Disease,D006319,
9522143,1,3,hearing loss,336,12,Disease,D034381,
9522143,1,4,hearing loss,408,12,Disease,D034381,
9522143,1,5,prilocaine,494,10,Chemical,D011318,
9522143,1,6,bupivacaine,537,11,Chemical,D002045,
9522143,1,7,prilocaine,570,10,Chemical,D011318,
9522143,1,8,hearing loss,609,12,Disease,D034381,
9522143,1,9,bupivacaine,654,11,Chemical,D002045,
9522143,1,10,hearing loss,704,12,Disease,D034381,
9522143,1,11,prilocaine,762,10,Chemical,D011318,
9522143,1,12,bupivacaine,789,11,Chemical,D002045,
9522143,1,13,hearing loss,848,12,Disease,D034381,
9522152,0,0,neurological deficit,12,20,Disease,D009461,
9522152,0,1,bupivacaine,82,11,Chemical,D002045,
9522152,1,2,neurological deficit,161,20,Disease,D009461,
9522152,1,3,bupivacaine,259,11,Chemical,D002045,
9522152,1,4,loss of pinprick sensation,512,26,Disease,D012678,
9522152,1,5,neurological deficit,1135,20,Disease,D009461,
9672936,0,0,Pethidine,0,9,Chemical,D008614,
9672936,0,1,seizure,21,7,Disease,D012640,
9672936,0,2,pethidine,63,9,Chemical,D008614,
9672936,0,3,postoperative pain,77,18,Disease,D010149,
9672936,1,4,pethidine,172,9,Chemical,D008614,
9672936,1,5,postoperative pain,246,18,Disease,D010149,
9672936,1,6,seizure,339,7,Disease,D012640,
9672936,1,7,pethidine,360,9,Chemical,D008614,
9672936,1,8,norpethidine,374,12,Chemical,C002752,
9672936,1,9,toxicity,522,8,Disease,D064420,
9672936,1,10,pethidine,592,9,Chemical,D008614,
9672936,1,11,pethidine,652,9,Chemical,D008614,
9672936,1,12,norpethidine,666,12,Chemical,C002752,
9672936,1,13,pethidine,699,9,Chemical,D008614,
9721172,0,0,vanishing bile duct,28,19,Disease,D001649,
9721172,0,1,Stevens-Johnson syndromes,52,25,Disease,D013262,
9721172,1,2,vanishing bile duct,96,19,Disease,D001649,
9721172,1,3,cholestasis,172,11,Disease,D002779,
9721172,1,4,Stevens-Johnson syndrome,313,24,Disease,D013262,
9721172,1,5,hypersensitivity,383,16,Disease,D004342,
9721172,1,6,infection,449,9,Disease,D007239,
9721172,1,7,vanishing bile duct syndrome,612,28,Disease,D001649,
9721172,1,8,Stevens-Johnson syndrome,655,24,Disease,D013262,
9721172,1,9,ibuprofen,730,9,Chemical,D007052,
9721172,1,10,ursodeoxycholic acid,766,20,Chemical,D014580,
9721172,1,11,prednisone,788,10,Chemical,D011241,
9721172,1,12,tacrolimus,809,10,Chemical,D016559,
9721172,1,13,cholestatic disease,825,19,Disease,D002779,
9721172,1,14,cirrhosis,867,9,Disease,D005355,
9721172,1,15,vanishing bile duct syndrome,961,28,Disease,D001649,
9721172,1,16,Stevens-Johnson syndrome,1083,24,Disease,D013262,
9721172,1,17,vanishing bile duct syndrome,1112,28,Disease,D001649,
9727773,0,0,primary pulmonary hypertension,18,30,Disease,D006976,
9727773,0,1,appetite suppressants,65,21,Chemical,D001067,
9727773,1,2,Primary pulmonary hypertension,99,30,Disease,D006976,
9727773,1,3,appetite suppressant,221,20,Chemical,D001067,
9727773,1,4,appetite suppressants,376,21,Chemical,D001067,
9727773,1,5,primary pulmonary hypertension,425,30,Disease,D006976,
9727773,1,6,appetite-suppressants,546,21,Chemical,D001067,
9727773,1,7,appetite suppressants,692,21,Chemical,D001067,
9727773,1,8,fenfluramines,722,13,Chemical,D005277,
9727773,1,9,appetite suppressants,866,21,Chemical,D001067,
9727773,1,10,primary pulmonary hypertension,920,30,Disease,D006976,
9727773,1,11,appetite suppressants,986,21,Chemical,D001067,
9727773,1,12,appetite suppressants,1046,21,Chemical,D001067,
9727773,1,13,appetite suppressants,1228,21,Chemical,D001067,
9727773,1,14,primary pulmonary hypertension,1293,30,Disease,D006976,
9727773,1,15,appetite suppressants,1335,21,Chemical,D001067,
9754849,0,0,Choreoathetoid movements,0,24,Disease,D002819,
9754849,0,1,methadone,61,9,Chemical,D008691,
9754849,1,2,Choreatiform hyperkinesias,72,26,Disease,D002819|D006948,CompositeMention
9754849,1,3,Choreatiform,72,12,Disease,D002819,IndividualMention
9754849,1,4,hyperkinesias,85,13,Disease,D006948,IndividualMention
9754849,1,5,movement abnormalities,126,22,Disease,D020820,
9754849,1,6,cocaine,175,7,Chemical,D003042,
9754849,1,7,choreoathetoid movements,238,24,Disease,D002819,
9754849,1,8,methadone,352,9,Chemical,D008691,
9754849,1,9,heroine,397,7,Chemical,D003932,
9754849,1,10,cocaine,409,7,Chemical,D003042,
10365197,0,0,Cocaine,0,7,Chemical,D003042,
10365197,0,1,mood disorder,16,13,Disease,D019964,
10365197,0,2,psychiatric,52,11,Disease,D001523,
10365197,0,3,cocaine,90,7,Chemical,D003042,
10365197,1,4,mood disorders,232,14,Disease,D019964,
10365197,1,5,cocaine,252,7,Chemical,D003042,
10365197,1,6,cocaine,287,7,Chemical,D003042,
10365197,1,7,mood disorder,303,13,Disease,D019964,
10365197,1,8,CIMD,318,4,Disease,D019970,
10365197,1,9,mood disorders,331,14,Disease,D019964,
10365197,1,10,mood disorder,353,13,Disease,D019964,
10365197,1,11,psychiatric,396,11,Disease,D001523,
10365197,1,12,CIMD,442,4,Disease,D019970,
10365197,1,13,CIMD,508,4,Disease,D019970,
10365197,1,14,depressive disorders,561,20,Disease,D003866,
10365197,1,15,CIMD,597,4,Disease,D019970,
10365197,1,16,mood disorder,675,13,Disease,D019964,
10365197,1,17,CIMD,759,4,Disease,D019970,
10704919,0,0,Hemolysis,0,9,Disease,D006461,
10704919,0,1,tamoxifen,43,9,Chemical,D013629,
10704919,1,2,Tamoxifen,101,9,Chemical,D013629,
10704919,1,3,TAM,112,3,Chemical,D013629,
10704919,1,4,breast cancer,188,13,Disease,D001943,
10704919,1,5,hemolytic anemia,263,16,Disease,D000743,
10704919,1,6,TAM,316,3,Chemical,D013629,
10704919,1,7,TAM,404,3,Chemical,D013629,
10704919,1,8,hemolytic anemia,416,16,Disease,D000743,
10704919,1,9,TAM,506,3,Chemical,D013629,
10704919,1,10,hemolysis,518,9,Disease,D006461,
10704919,1,11,hemolysis,593,9,Disease,D006461,
10704919,1,12,TAM,657,3,Chemical,D013629,
10704919,1,13,hemolysis,675,9,Disease,D006461,
10704919,1,14,TAM,758,3,Chemical,D013629,
10704919,1,15,hemolytic,827,9,Disease,D006461,
10704919,1,16,TAM,847,3,Chemical,D013629,
10704919,1,17,alpha-tocopherol,889,16,Chemical,D024502,
10704919,1,18,alpha-T,907,7,Chemical,D024502,
10704919,1,19,alpha-tocopherol acetate,920,24,Chemical,D024502,
10704919,1,20,alpha-TAc,946,9,Chemical,D024502,
10704919,1,21,hydroxyl,981,8,Chemical,D017665,
10704919,1,22,TAM,1007,3,Chemical,D013629,
10704919,1,23,hemolysis,1019,9,Disease,D006461,
10704919,1,24,oxygen,1115,6,Chemical,D010100,
10704919,1,25,TAM,1192,3,Chemical,D013629,
10704919,1,26,hemolysis,1204,9,Disease,D006461,
10704919,1,27,TAM,1249,3,Chemical,D013629,
10704919,1,28,AAPH,1312,4,Chemical,C046728,
10704919,1,29,TAM,1334,3,Chemical,D013629,
10704919,1,30,Hemolysis,1369,9,Disease,D006461,
10704919,1,31,TAM,1389,3,Chemical,D013629,
10704919,1,32,K,1428,1,Chemical,D011188,
10704919,1,33,hemolysis,1500,9,Disease,D006461,
10704919,1,34,TAM,1574,3,Chemical,D013629,
10704919,1,35,alpha-T,1699,7,Chemical,D024502,
10704919,1,36,alpha-TAc,1710,9,Chemical,D024502,
10704919,1,37,TAM,1760,3,Chemical,D013629,
10704919,1,38,hemolysis,1843,9,Disease,D006461,
10704919,1,39,tocopherols,1856,11,Chemical,D024505,
10704919,1,40,TAM,1894,3,Chemical,D013629,
10704919,1,41,TAM,2025,3,Chemical,D013629,
10704919,1,42,hemolysis,2037,9,Disease,D006461,
10704919,1,43,TAM,2339,3,Chemical,D013629,
10704919,1,44,hemolytic anemia,2357,16,Disease,D000743,
10704919,1,45,TAM,2514,3,Chemical,D013629,
10706004,0,0,sodium,11,6,Chemical,D012964,
10706004,0,1,ATP,22,3,Chemical,D000255,
10706004,0,2,Na,53,2,Chemical,D012964,
10706004,0,3,K,56,1,Chemical,D011188,
10706004,0,4,nitric oxide,83,12,Chemical,D009569,
10706004,0,5,hypertension,106,12,Disease,D006973,
10706004,1,6,NO,150,2,Chemical,D009569,
10706004,1,7,NO,224,2,Chemical,D009569,
10706004,1,8,hypertension,255,12,Disease,D006973,
10706004,1,9,hypertension,290,12,Disease,D006973,
10706004,1,10,sodium,331,6,Chemical,D012964,
10706004,1,11,Na,457,2,Chemical,D012964,
10706004,1,12,Na,498,2,Chemical,D012964,
10706004,1,13,K,501,1,Chemical,D011188,
10706004,1,14,NO,514,2,Chemical,D009569,
10706004,1,15,hypertension,527,12,Disease,D006973,
10706004,1,16,NO,559,2,Chemical,D009569,
10706004,1,17,N(G)-nitro-L-arginine methyl ester,600,34,Chemical,D019331,
10706004,1,18,L-NAME,636,6,Chemical,D019331,
10706004,1,19,L-NAME,693,6,Chemical,D019331,
10706004,1,20,Na,853,2,Chemical,D012964,
10706004,1,21,K,856,1,Chemical,D011188,
10706004,1,22,ATP,885,3,Chemical,D000255,
10706004,1,23,NO,940,2,Chemical,D009569,
10706004,1,24,Na,982,2,Chemical,D012964,
10706004,1,25,K,1028,1,Chemical,D011188,
10706004,1,26,Na,1030,2,Chemical,D012964,
10706004,1,27,Na,1106,2,Chemical,D012964,
10706004,1,28,NO,1126,2,Chemical,D009569,
10706004,1,29,hypertension,1165,12,Disease,D006973,
10706004,1,30,Na,1196,2,Chemical,D012964,
10706004,1,31,K,1199,1,Chemical,D011188,
10706004,1,32,ATP,1250,3,Chemical,D000255,
10706004,1,33,ATP,1310,3,Chemical,D000255,
10706004,1,34,K,1319,1,Chemical,D011188,
10706004,1,35,Na,1321,2,Chemical,D012964,
10706004,1,36,Na,1335,2,Chemical,D012964,
10706004,1,37,NO,1380,2,Chemical,D009569,
10706004,1,38,hypertension,1413,12,Disease,D006973,
10706004,1,39,depressed,1441,9,Disease,D003866,
10706004,1,40,Na,1451,2,Chemical,D012964,
10706004,1,41,Na,1517,2,Chemical,D012964,
10706004,1,42,Na,1548,2,Chemical,D012964,
10706004,1,43,K,1551,1,Chemical,D011188,
10706004,1,44,Na,1631,2,Chemical,D012964,
10706004,1,45,Na,1705,2,Chemical,D012964,
10706004,1,46,K,1708,1,Chemical,D011188,
10721819,0,0,isoproterenol,39,13,Chemical,D007545,
10721819,0,1,bromocriptine,56,13,Chemical,D001971,
10721819,0,2,tachycardia,78,11,Disease,D013610,
10721819,1,3,bromocriptine,132,13,Chemical,D001971,
10721819,1,4,tachycardia,154,11,Disease,D013610,
10721819,1,5,dopamine,231,8,Chemical,D004298,
10721819,1,6,isoproterenol,289,13,Chemical,D007545,
10721819,1,7,isoproterenol,492,13,Chemical,D007545,
10721819,1,8,bromocriptine,520,13,Chemical,D001971,
10721819,1,9,tachycardia,542,11,Disease,D013610,
10721819,1,10,Isoproterenol,573,13,Chemical,D007545,
10721819,1,11,cardiac hypertrophy,619,19,Disease,D006332,
10721819,1,12,bromocriptine,726,13,Chemical,D001971,
10721819,1,13,hypotension,776,11,Disease,D007022,
10721819,1,14,tachycardia,792,11,Disease,D013610,
10721819,1,15,Bromocriptine,805,13,Chemical,D001971,
10721819,1,16,hypotension,827,11,Disease,D007022,
10721819,1,17,isoproterenol,857,13,Chemical,D007545,
10721819,1,18,tachycardia,891,11,Disease,D013610,
10721819,1,19,bradycardia,931,11,Disease,D001919,
10721819,1,20,domperidone,986,11,Chemical,D004294,
10721819,1,21,isoproterenol,1069,13,Chemical,D007545,
10721819,1,22,isoproterenol,1142,13,Chemical,D007545,
10721819,1,23,isoproterenol,1177,13,Chemical,D007545,
10721819,1,24,isoproterenol,1335,13,Chemical,D007545,
10721819,1,25,isoproterenol,1472,13,Chemical,D007545,
10721819,1,26,bromocriptine,1531,13,Chemical,D001971,
10721819,1,27,tachycardia,1553,11,Disease,D013610,
10721819,1,28,bradycardia,1568,11,Disease,D001919,
10721819,1,29,tachycardia,1788,11,Disease,D013610,
10721819,1,30,bromocriptine,1803,13,Chemical,D001971,
10721819,1,31,bradycardia,1856,11,Disease,D001919,
10721819,1,32,dopamine,1898,8,Chemical,D004298,
10737864,0,0,clonidine,28,9,Chemical,D003000,
10737864,1,1,clonidine,269,9,Chemical,D003000,
10737864,1,2,clonidine,341,9,Chemical,D003000,
10737864,1,3,clonidine,539,9,Chemical,D003000,
10737864,1,4,bradycardia,584,11,Disease,D001919,
10737864,1,5,clonidine,618,9,Chemical,D003000,
10737864,1,6,clonidine,772,9,Chemical,D003000,
10737864,1,7,clonidine,1038,9,Chemical,D003000,
10737864,1,8,bradycardia,1056,11,Disease,D001919,
10737864,1,9,clonidine,1231,9,Chemical,D003000,
10743446,0,0,ketamine,50,8,Chemical,D007649,
10743446,0,1,lidocaine,63,9,Chemical,D008012,
10743446,0,2,hyperalgesia,95,12,Disease,D006930,
10743446,0,3,capsaicin,131,9,Chemical,D002211,
10743446,1,4,ketamine,210,8,Chemical,D007649,
10743446,1,5,lidocaine,223,9,Chemical,D008012,
10743446,1,6,pain,259,4,Disease,D010146,
10743446,1,7,hyperalgesia,293,12,Disease,D006930,
10743446,1,8,capsaicin,317,9,Chemical,D002211,
10743446,1,9,Capsaicin,443,9,Chemical,D002211,
10743446,1,10,ketamine,548,8,Chemical,D007649,
10743446,1,11,lidocaine,638,9,Chemical,D008012,
10743446,1,12,capsaicin,723,9,Chemical,D002211,
10743446,1,13,pain,775,4,Disease,D010146,
10743446,1,14,pain,781,4,Disease,D010146,
10743446,1,15,hyperalgesia,876,12,Disease,D006930,
10743446,1,16,Ketamine,890,8,Chemical,D007649,
10743446,1,17,hyperalgesia,957,12,Disease,D006930,
10743446,1,18,pain,1021,4,Disease,D010146,
10743446,1,19,Lidocaine,1027,9,Chemical,D008012,
10743446,1,20,hyperalgesia,1073,12,Disease,D006930,
10743446,1,21,pain,1147,4,Disease,D010146,
10743446,1,22,pain,1180,4,Disease,D010146,
10743446,1,23,ketamine,1214,8,Chemical,D007649,
10743446,1,24,lidocaine,1227,9,Chemical,D008012,
10743446,1,25,hyperalgesia,1259,12,Disease,D006930,
10743446,1,26,hyperalgesia,1302,12,Disease,D006930,
11007689,0,0,Cyclosporine,0,12,Chemical,D016572,
11007689,0,1,tacrolimus,17,10,Chemical,D016559,
11007689,0,2,thrombotic microangiopathy,39,26,Disease,D057049,
11007689,1,3,thrombotic microangiopathy,86,26,Disease,D057049,
11007689,1,4,TMA,114,3,Disease,D057049,
11007689,1,5,cyclosporine,146,12,Chemical,D016572,
11007689,1,6,cyclosporine,242,12,Chemical,D016572,
11007689,1,7,tacrolimus,584,10,Chemical,D016559,
11007689,1,8,cyclosporine,689,12,Chemical,D016572,
11007689,1,9,tacrolimus,729,10,Chemical,D016559,
11007689,1,10,cyclosporine,810,12,Chemical,D016572,
11007689,1,11,TMA,831,3,Disease,D057049,
11007689,1,12,tacrolimus,876,10,Chemical,D016559,
11007689,1,13,tacrolimus,913,10,Chemical,D016559,
11007689,1,14,TMA,935,3,Disease,D057049,
11007689,1,15,TMA,1030,3,Disease,D057049,
11007689,1,16,cyclosporine,1070,12,Chemical,D016572,
11007689,1,17,tacrolimus,1087,10,Chemical,D016559,
11007689,1,18,cyclosporine,1186,12,Chemical,D016572,
11007689,1,19,TMA,1207,3,Disease,D057049,
11007689,1,20,cyclosporine,1247,12,Chemical,D016572,
11007689,1,21,tacrolimus,1356,10,Chemical,D016559,
11007689,1,22,TMA,1439,3,Disease,D057049,
11007689,1,23,cyclosporine,1522,12,Chemical,D016572,
11007689,1,24,tacrolimus,1538,10,Chemical,D016559,
11007689,1,25,TMA,1631,3,Disease,D057049,
11256525,0,0,anuria,19,6,Disease,D001002,
11256525,0,1,losartan,36,8,Chemical,D019808,
11256525,1,2,hypertensive,133,12,Disease,D006973,
11256525,1,3,chronic renal insufficiency,177,27,Disease,D051436,
11256525,1,4,anuria,245,6,Disease,D001002,
11256525,1,5,losartan,258,8,Chemical,D019808,
11256525,1,6,myocardial infarction,309,21,Disease,D009203,
11256525,1,7,pulmonary edema,336,15,Disease,D011654,
